frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
1.938782333986507638e+03,6.653987138640919850e-08,8.686076456372264889e-04,1.706609678336670419e-02
1.939958779577518953e+03,7.721312646827349446e-08,1.233728821276133380e-03,2.337036225510751367e-02
1.941135225168530042e+03,9.937723631577099708e-08,1.259044961687766492e-03,1.819326141678717992e-02
1.942311670759541357e+03,1.065049671834951156e-07,1.077418594755964439e-03,1.155242133222719562e-02
1.943488116350552446e+03,6.706505266906075238e-08,5.333208742219031984e-04,2.184510344031367814e-03
1.944664561941563761e+03,4.177135833137471978e-08,2.784124710655276939e-04,1.107778353079784612e-03
1.945841007532575077e+03,1.518222289963131217e-08,1.820144790807445400e-04,5.389489149016459674e-03
1.947017453123586165e+03,2.178954125752149582e-08,2.505550851712757014e-04,8.785944905683271827e-03
1.948193898714597481e+03,2.916762392916181681e-08,3.468488367575122615e-04,9.746407961707949721e-03
1.949370344305608796e+03,2.711493862213964979e-08,4.728416980631372371e-04,2.750580630212986263e-03
1.950546789896619885e+03,2.758863515893327773e-08,4.889457701552694891e-04,1.251412717971829569e-02
1.951723235487631200e+03,4.194588026904595230e-08,6.175929317186188480e-04,2.234039365731412333e-02
1.952899681078642516e+03,5.839835182978046828e-08,7.270127842589133157e-04,1.691744036664039746e-02
1.954076126669653604e+03,5.031577384771864273e-08,6.181196623059419509e-04,2.042576082513554523e-03
1.955252572260664920e+03,5.449234408037493616e-08,7.395059538505426066e-04,1.091069443237082173e-02
1.956429017851676008e+03,4.070073002291359938e-08,5.584194615056174617e-04,3.511837642986025392e-03
1.957605463442687324e+03,5.169026649062421436e-08,5.544812263527576154e-04,6.726780039079211133e-03
1.958781909033698639e+03,4.968406481678000480e-08,4.269301799385015516e-04,1.162989397761495132e-02
1.959958354624709727e+03,2.027122568148118713e-08,3.941854984863109800e-05,7.008968748615859376e-03
1.961134800215721043e+03,5.366397164528148885e-08,4.886299546971080172e-04,5.392453996379421854e-03
1.962311245806732131e+03,5.757166811399517073e-08,6.862869537254293962e-04,6.447431391442237127e-03
1.963487691397743447e+03,3.304163088773381361e-08,4.912007110118874007e-04,5.275957813465970321e-03
1.964664136988754763e+03,1.439206045667107202e-08,3.512148446471353037e-04,4.056261343213021613e-03
1.965840582579765851e+03,1.713284226921352177e-08,2.055985967782185907e-04,5.031221032538906249e-03
1.967017028170777166e+03,3.010668688293409994e-08,2.942801217852885134e-04,5.331766327835622300e-03
1.968193473761788482e+03,2.023236794812629970e-08,4.021580399671506362e-04,1.091071063089945649e-02
1.969369919352799570e+03,2.194609283983041400e-08,9.883876473308948014e-05,7.544429993787067461e-03
1.970546364943810886e+03,1.313031460175400851e-08,2.804622703639957169e-04,2.435449785129601644e-03
1.971722810534822202e+03,3.531094853899907389e-08,2.874095416265664855e-04,3.648667316134965831e-03
1.972899256125833290e+03,9.298509858861262818e-09,2.357583130151618333e-04,4.683772384450440342e-03
1.974075701716844605e+03,5.058642226373495381e-08,5.857469118517037894e-04,3.696094799686599087e-03
1.975252147307855694e+03,3.176752661584295879e-08,4.279705942635081504e-04,8.863237449418102931e-03
1.976428592898867009e+03,3.683676339259724464e-08,4.888758909109703742e-04,1.025003023408512827e-02
1.977605038489878325e+03,5.936516944726144102e-08,7.756512378875214534e-04,4.205353931403317536e-03
1.978781484080889413e+03,8.534113080948186383e-08,1.029075801177367459e-03,1.379359258857346116e-02
1.979957929671900729e+03,7.194688408292828926e-08,8.068097475086439792e-04,9.765021876949353877e-03
1.981134375262911817e+03,4.167081627477777657e-08,4.415074331154990859e-04,5.698480200872601230e-03
1.982310820853923133e+03,1.661997258917787739e-08,9.612048439787360002e-05,4.321997348572639668e-03
1.983487266444934448e+03,5.552648118459995327e-08,5.273504545132268575e-04,5.165331162342442009e-03
1.984663712035945537e+03,8.516199175310092314e-08,8.729879573376752612e-04,2.413698562923735982e-03
1.985840157626956852e+03,5.340098262980826793e-08,5.203875820806645692e-04,5.247350707942224392e-03
1.987016603217968168e+03,6.911167184112184982e-08,7.953694927217194168e-04,1.298055112866532308e-02
1.988193048808979256e+03,6.472520469771441026e-08,8.629029956285002440e-04,1.490314907156444976e-02
1.989369494399990572e+03,5.534412335863472127e-08,7.531354291113906722e-04,7.706378539455481860e-03
1.990545939991001887e+03,4.821204546417785315e-08,6.588963707336901272e-04,2.891624693426368600e-03
1.991722385582012976e+03,3.056084911230412106e-08,4.874451965590765570e-04,7.941073801807871715e-03
1.992898831173024291e+03,1.184057820049162437e-08,2.756318231588500878e-04,9.232944145959341709e-03
1.994075276764035380e+03,3.185894490410461404e-08,5.169223768779676988e-04,9.776114766648099849e-03
1.995251722355046695e+03,4.297723751157357652e-08,6.060359600229120718e-04,4.466422105754618010e-03
1.996428167946058011e+03,3.220589833215614637e-08,5.008004265679368190e-04,5.742210826857466373e-03
1.997604613537069099e+03,3.923730114319485303e-08,5.364223558669808977e-04,4.414027470103274071e-03
1.998781059128080415e+03,4.309583876370739683e-08,4.032929504537611869e-04,6.382176991782029588e-03
1.999957504719091503e+03,2.272265306235638806e-08,2.012670515337089503e-04,6.465208364277475438e-03
2.001133950310102819e+03,1.474680392608684460e-08,2.391094571897936906e-04,5.475218462968733241e-03
2.002310395901114134e+03,1.234471161280830920e-08,1.678408967066097822e-04,5.876026971163761728e-03
2.003486841492125222e+03,2.120013641039047546e-08,1.443070715019994837e-04,8.025447218485684195e-04
2.004663287083136538e+03,4.749066612978680627e-08,3.794593504343613932e-04,1.127983727995981577e-03
2.005839732674147854e+03,2.856044319083182586e-08,5.851173807580779688e-04,1.619458745028233603e-03
2.007016178265158942e+03,3.146516151740806335e-08,4.227857911309549212e-04,1.642578317322957631e-03
2.008192623856170258e+03,1.905874125254772608e-08,6.933981432992618516e-05,3.736254222142280750e-03
2.009369069447181573e+03,2.517913164669456290e-08,2.800230452390993713e-04,7.420178869019813939e-03
2.010545515038192661e+03,3.448596352562605059e-08,3.203430790899167505e-04,2.897977499715781273e-03
2.011721960629203977e+03,5.213665233654257193e-09,8.134547793678142036e-05,4.193712821518481328e-03
2.012898406220215065e+03,2.651936168506704266e-08,3.231678640097678293e-04,1.206715849795322567e-03
2.014074851811226381e+03,5.137647126893438766e-08,7.913769636120821568e-04,9.735796851140765193e-03
2.015251297402237697e+03,2.131940369244406096e-08,4.898213036528624963e-04,1.217044554848905127e-02
2.016427742993248785e+03,2.993735603277331905e-08,5.636283869685164124e-04,1.154499378418499290e-02
2.017604188584260100e+03,4.254863304819750961e-08,4.396853708303001041e-04,2.436252146489552989e-03
2.018780634175271189e+03,1.818048783131131867e-08,8.652541622239369814e-05,3.675439721408003176e-03
2.019957079766282504e+03,1.095870053470519098e-08,8.467255073561036035e-05,7.436788313201986647e-03
2.021133525357293820e+03,1.313605751180020568e-08,1.678106533372880594e-04,1.014597238854834937e-02
2.022309970948304908e+03,3.536456078600287814e-08,4.294037068083594215e-04,2.532233803039911531e-03
2.023486416539316224e+03,4.155698850195188565e-08,5.608699695116878096e-04,1.136302527488671985e-02
2.024662862130327539e+03,2.655771713989833170e-08,3.754738781165408270e-04,1.300190809949521541e-02
2.025839307721338628e+03,2.936977186178505909e-08,4.439884243744448514e-04,6.578539413198655414e-03
2.027015753312349943e+03,1.242552513026175988e-08,2.367353317159073627e-04,6.310297061869324202e-03
2.028192198903361259e+03,1.350424176804110346e-08,2.415233642508560652e-04,1.444519346220772549e-02
2.029368644494372347e+03,2.495856877010031289e-08,3.195819669335298150e-04,1.386702764030794434e-02
2.030545090085383663e+03,5.056877817570129802e-08,5.123671606119939827e-04,1.061915628594699811e-02
2.031721535676394751e+03,4.172489208851004944e-08,4.777372450941839315e-04,3.321824514356176705e-03
2.032897981267406067e+03,7.507810963633424015e-09,1.723616052625328004e-04,5.964613575253745366e-03
2.034074426858417382e+03,1.699652867334744681e-08,1.201057035001088240e-04,1.002581674862761466e-02
2.035250872449428471e+03,7.473150447700521572e-09,2.133872401845971411e-04,1.249801580561797458e-02
2.036427318040439786e+03,1.247425648542191159e-08,2.282807971744386596e-04,8.647978264473681412e-03
2.037603763631450875e+03,1.621684075395227584e-08,1.766924019684101854e-04,1.008167412785292670e-02
2.038780209222462190e+03,1.158363891899575318e-08,3.298531887594467543e-05,6.949591373512703160e-03
2.039956654813473506e+03,1.454059099303866597e-08,1.558600012802252089e-04,3.368499899642415311e-03
2.041133100404484594e+03,2.134792308560294521e-08,4.734060320648010101e-04,6.723667036218485688e-03
2.042309545995495910e+03,5.643987111084139117e-08,5.346035098328042606e-04,1.188790943637892117e-02
2.043485991586507225e+03,2.834578082473605283e-08,1.033275472591627591e-04,1.583515694999991508e-02
2.044662437177518314e+03,3.166629204707394297e-08,1.797224517150495594e-04,6.318117583794154342e-03
2.045838882768529629e+03,4.049717397977485613e-08,3.113540170911937091e-04,5.388323578314771489e-03
2.047015328359540945e+03,2.243511445638526157e-08,3.850884805533497275e-04,9.980229512977117565e-03
2.048191773950552033e+03,1.825300576711650670e-08,2.266188120495768509e-04,1.068393547571920392e-02
2.049368219541563121e+03,1.418247583705056644e-08,2.233528772894439562e-04,8.658291136383852379e-03
2.050544665132574664e+03,2.336856533906737744e-08,3.017397845509154773e-04,8.175443874029852953e-03
2.051721110723585753e+03,1.827889865691554033e-08,2.858499128815550371e-04,2.458584844515410064e-03
2.052897556314596841e+03,2.189472418266671145e-08,3.113322838472478912e-04,6.431840915380561581e-03
2.054074001905608384e+03,2.678847469753354147e-08,3.591752584414579477e-04,7.170889581154438544e-03
2.055250447496619472e+03,3.243706511293842210e-08,3.310407214422763636e-04,5.292013377788212965e-03
2.056426893087630560e+03,2.354409093855850126e-09,1.951636140499229304e-04,3.103431803715806826e-03
2.057603338678642103e+03,3.175937187814254422e-08,3.211704602951650101e-04,2.173074350926304174e-03
2.058779784269653192e+03,3.543730601398383886e-08,3.701241136016985732e-04,6.764710720768305451e-03
2.059956229860664280e+03,4.372254229606655618e-08,4.722237171951093127e-04,3.172426378185072126e-03
2.061132675451675823e+03,2.242717696549686373e-08,2.523328311073938664e-04,5.965115948258803077e-03
2.062309121042686911e+03,7.473710991332156486e-09,6.862516308891491903e-05,5.095135877376391793e-03
2.063485566633697999e+03,1.527467647281278737e-08,2.033076539600607829e-04,4.778892873352408484e-03
2.064662012224709088e+03,2.703942131851110940e-08,3.928760141764061535e-04,8.081135162138028405e-03
2.065838457815720631e+03,3.171729062215473110e-08,5.112918231628594710e-04,6.370553036577566650e-03
2.067014903406731719e+03,2.484842596924053324e-08,3.857631148746046333e-04,5.331846025010536505e-03
2.068191348997742807e+03,3.403337282293482571e-09,5.460685995446078249e-05,3.346140575054476311e-03
2.069367794588754350e+03,1.700601036012380664e-08,1.525559865418606739e-04,7.740234784116671249e-03
2.070544240179765438e+03,8.484032288971677787e-09,3.293450181415864169e-04,9.754399205634364106e-03
2.071720685770776527e+03,1.741648166815362411e-08,2.889684268460252837e-04,6.819398839233117848e-03
2.072897131361788070e+03,2.556593058107841536e-08,3.031950422008196345e-04,3.061786961182541480e-03
2.074073576952799158e+03,3.707714907554084629e-08,2.298351093984078242e-04,7.044623956533353250e-03
2.075250022543810246e+03,1.734104844744825299e-08,2.378676472006095700e-04,5.173853797122957010e-03
2.076426468134821789e+03,1.321928420697562276e-08,4.614210142936914872e-05,3.802400196273679218e-03
2.077602913725832877e+03,2.306552330378769456e-08,2.310858082039924061e-04,5.589622675300567022e-03
2.078779359316843966e+03,1.266546946142551775e-08,1.943750198257670266e-04,7.423548616000748106e-03
2.079955804907855054e+03,3.681623311707721334e-08,2.708985425436133822e-04,8.847454518177236618e-03
2.081132250498866597e+03,3.458427301554478738e-09,2.820601190743920496e-04,2.288344260584768922e-03
2.082308696089877685e+03,4.699763069286430472e-08,4.883190477364342426e-04,8.831349833012449441e-03
2.083485141680888773e+03,3.563169722671972757e-08,3.851219557057231524e-04,7.389984831998651013e-03
2.084661587271900316e+03,1.202389390877420909e-08,7.967263219133853677e-05,1.288952063355921964e-03
2.085838032862911405e+03,3.143134220366848504e-08,2.546029727137971905e-04,5.381472156369825066e-03
2.087014478453922493e+03,2.680681417278001069e-08,1.123297243058085827e-04,5.552201659558535923e-03
2.088190924044934036e+03,2.887301745043256878e-08,6.218340074693767166e-04,1.294288242152843299e-02
2.089367369635945124e+03,2.094215405583950485e-08,2.985741065055705487e-04,6.299337320031401892e-03
2.090543815226956212e+03,1.175890073927590800e-08,2.635460117097778690e-04,3.120963417185269439e-03
2.091720260817967755e+03,2.990491175507342917e-08,3.167946217443264501e-04,4.277943575917365210e-03
2.092896706408978844e+03,3.373531124966049343e-08,4.768115638797403716e-04,1.948981180603176966e-03
2.094073151999989932e+03,1.791336736770952677e-08,2.748213846725120683e-04,4.061729058077719751e-03
2.095249597591001475e+03,2.145859568961369419e-08,2.346433779738812074e-04,3.184726515547038790e-03
2.096426043182012563e+03,2.102618741276849162e-08,2.746690362431085126e-04,8.118220446319934780e-03
2.097602488773023651e+03,5.474785450916415688e-09,1.597996707636773958e-04,8.104327749137470518e-03
2.098778934364035194e+03,3.313429303763932749e-09,6.875113943714761201e-05,3.878583595804892519e-03
2.099955379955046283e+03,9.167521503236929233e-09,1.870640233920557315e-04,7.164223876971620268e-03
2.101131825546057371e+03,5.731216231116479528e-09,9.193056249470381921e-05,8.491010320953751647e-03
2.102308271137068459e+03,5.027477249486406914e-09,4.367360868943381748e-05,6.013681530862415546e-03
2.103484716728080002e+03,2.033518759034987608e-08,1.929024916778641170e-04,6.153410581622210246e-03
2.104661162319091090e+03,2.476657075433480427e-08,2.429599829149574092e-04,6.134096455660593798e-03
2.105837607910102179e+03,8.767738202659511819e-09,1.269724219784731771e-04,1.460053613610475844e-02
2.107014053501113722e+03,2.372000346414520066e-08,1.001160453693324787e-04,9.516998509350832816e-03
2.108190499092124810e+03,3.886460721778266408e-09,2.304399553521060257e-04,7.663707686601410780e-03
2.109366944683135898e+03,1.118703272501097217e-08,1.462584630537874201e-04,1.012622607043562988e-02
2.110543390274147441e+03,8.088326222935310416e-09,6.374874459211309161e-05,8.651929212985091412e-04
2.111719835865158529e+03,1.001073418071539815e-08,5.440715778575619063e-05,4.655469923210794891e-03
2.112896281456169618e+03,2.290456896794044207e-08,1.287902945372634128e-04,2.106731429529190569e-03
2.114072727047181161e+03,2.093660486706509478e-08,1.007658670696628288e-04,7.563705192574967685e-03
2.115249172638192249e+03,2.769134082428574391e-08,3.894119506924253798e-04,6.381032809480974462e-03
2.116425618229203337e+03,1.284029833874107707e-08,1.748076311276742600e-04,8.149450577012613828e-03
2.117602063820214426e+03,1.488796929072474522e-08,7.738939658700677896e-05,7.280836119657323711e-03
2.118778509411225969e+03,1.457615388588639827e-08,1.537816837183931509e-04,2.363760905238899371e-03
2.119954955002237057e+03,1.411420397308193354e-08,9.276472194987896993e-05,8.541619527702501782e-03
2.121131400593248145e+03,1.650448833580223168e-08,2.057734805148254086e-04,9.585334728058760023e-03
2.122307846184259688e+03,1.695106966991941301e-08,3.486466477303546861e-04,1.001154362457940504e-02
2.123484291775270776e+03,4.961786637313366184e-08,6.083565977322825079e-04,1.194413002718269778e-02
2.124660737366281865e+03,4.344088290523188668e-08,5.219816458720012015e-04,3.525004262094036129e-03
2.125837182957293408e+03,2.880330913776091325e-09,1.173042673906248603e-04,4.351389730480698277e-03
